Date,Title,Author
9/24/2017,THE WESTERN STAR,by Craig Johnson
9/24/2017,PROOF OF LIFE,by J. A. Jance
10/1/2017,Y IS FOR YESTERDAY,by Sue Grafton
10/1/2017,ENIGMA,by Catherine Coulter
10/1/2017,THE ROMANOV RANSOM,by Clive Cussler and Robin Burcell
10/1/2017,THE HANGMAN'S SONNET,by Reed Farrel Coleman
10/1/2017,AMERICAN ASSASSIN,by Vince Flynn
10/1/2017,TURBO TWENTY-THREE,by Janet Evanovich
10/8/2017,THE WOMAN IN CABIN 10,by Ruth Ware
10/8/2017,A LEGACY OF SPIES,by John le Carré
10/8/2017,SECRETS IN DEATH,by J.D. Robb
10/8/2017,TO BE WHERE YOU ARE,by Jan Karon
10/8/2017,WICKED DEEDS,by Heather Graham
10/8/2017,ADULTOLESCENCE,by Gabbie Hanna
10/15/2017,ENEMY OF THE STATE,by Kyle Mills
10/15/2017,SECOND CHANCE GIRL,by Susan Mallery
10/15/2017,SUGAR PINE TRAIL,by RaeAnne Thayne
10/15/2017,ARCHANGEL'S VIPER,by Nalini Singh
10/15/2017,IMMORTALLY YOURS,by Lynsay Sands
10/15/2017,THE LATE SHOW,by Michael Connelly
10/22/2017,HAUNTED,by James Patterson and James O. Born
10/22/2017,MERRY AND BRIGHT,by Debbie Macomber
10/22/2017,WITHOUT MERIT,by Colleen Hoover
10/22/2017,WINTER SOLSTICE,by Elin Hilderbrand
10/29/2017,THE NIGHTINGALE,by Kristin Hannah
10/29/2017,THE RULES OF MAGIC,by Alice Hoffman
10/29/2017,YOU DO SOMETHING TO ME,by Bella Andre
11/5/2017,DON'T LET GO,by Harlan Coben
11/5/2017,MANHATTAN BEACH,by Jennifer Egan
11/5/2017,FAIRYTALE,by Danielle Steel
11/12/2017,THE CUBAN AFFAIR,by Nelson DeMille
11/12/2017,SEEING RED,by Sandra Brown
11/12/2017,THE SNOWMAN,by Jo Nesbo
11/12/2017,QUICK & DIRTY,by Stuart Woods
11/12/2017,MIND GAME,by Iris Johansen
11/12/2017,THE GIRL WHO TAKES AN EYE FOR AN EYE,by David Lagercrantz
11/19/2017,LEOPARD'S BLOOD,by Christine Feehan
11/19/2017,UNCOMMON TYPE,by Tom Hanks
11/19/2017,WILDE IN LOVE,by Eloisa James
11/19/2017,TWIN PEAKS: THE FINAL DOSSIER,by Mark Frost
11/19/2017,WYOMING WINTER,by Diana Palmer
11/26/2017,DEEP FREEZE,by John Sandford
11/26/2017,SOMEONE TO WED,by Mary Balogh
11/26/2017,THE HOUSE OF UNEXPECTED SISTERS,by Alexander McCall Smith
11/26/2017,THE NOEL DIARY,by Richard Paul Evans
11/26/2017,COMPLICATED,by Kristen Ashley
11/26/2017,IN THIS MOMENT,by Karen Kingsbury
12/3/2017,THE SILENT CORNER,by Dean Koontz
12/3/2017,TYPHOON FURY,by Clive Cussler and Boyd Morrison
12/3/2017,EVERY BREATH YOU TAKE,by Mary Higgins Clark and Alafair Burke
12/3/2017,COUNT TO TEN,by James Patterson and Ashwin Sanghi
12/3/2017,DEFIANT QUEEN,by Meghan March
12/10/2017,IT,by Stephen King
12/10/2017,THE WHISPERING ROOM,by Dean Koontz
12/10/2017,A COLUMN OF FIRE,by Ken Follett
12/17/2017,OATHBRINGER,by Brandon Sanderson
12/17/2017,PAST PERFECT,by Danielle Steel
12/24/2017,THE DEMON CROWN,by James Rollins
12/24/2017,PERSEPOLIS RISING,by James S. A. Corey
1/7/2018,ARTEMIS,by Andy Weir
1/7/2018,HARDCORE TWENTY-FOUR,by Janet Evanovich
1/7/2018,SLEEPING BEAUTIES,by Stephen King and Owen King
1/7/2018,TOM CLANCY POWER AND EMPIRE,by Marc Cameron
1/14/2018,THE PEOPLE VS. ALEX CROSS,by James Patterson
1/14/2018,YEAR ONE,by Nora Roberts
1/14/2018,THE GOOD DAUGHTER,by Karin Slaughter
1/14/2018,THE WANTED,by Robert Crais
1/14/2018,TWISTED,by Helen Hardt
1/14/2018,THE ALICE NETWORK,by Kate Quinn
1/14/2018,TWO KINDS OF TRUTH,by Michael Connelly
1/21/2018,UNBOUND,by Stuart Woods
1/21/2018,ROBICHEAUX,by James Lee Burke
1/21/2018,PROMISE NOT TO TELL,by Jayne Ann Krentz
1/21/2018,"SING, UNBURIED, SING",by Jesmyn Ward
1/21/2018,END GAME,by David Baldacci
1/28/2018,BLOOD FURY,by J.R. Ward
1/28/2018,THE IMMORTALISTS,by Chloe Benjamin
1/28/2018,OPERATOR DOWN,by Brad Taylor
2/4/2018,NO MIDDLE NAME,by Lee Child
2/4/2018,IRON GOLD,by Pierce Brown
2/4/2018,"SEX, NOT LOVE",by Vi Keeland
2/4/2018,FOREVER MY GIRL,by Heidi McLaughlin
2/11/2018,CITY OF ENDLESS NIGHT,by Douglas Preston and Lincoln Child
2/11/2018,THE ROOSTER BAR,by John Grisham
2/11/2018,ABOUT THAT KISS,by Jill Shalvis
2/11/2018,SISTERS LIKE US,by Susan Mallery
2/11/2018,NEED TO KNOW,by Karen Cleveland
2/18/2018,16TH SEDUCTION,by James Patterson and Maxine Paetro
2/18/2018,FALL FROM GRACE,by Danielle Steel
2/18/2018,JUDGMENT ROAD,by Christine Feehan
2/18/2018,BEYOND DANGER,by Kat Martin
2/18/2018,THE GRAVE'S A FINE AND PRIVATE PLACE,by Alan Bradley
2/25/2018,THE DECEIVERS,by Alex Berenson
2/25/2018,THE MASTERPIECE,by Francine Rivers
2/25/2018,DARKER,by E.L. James
3/4/2018,ORIGIN,by Dan Brown
3/4/2018,DARK IN DEATH,by J.D. Robb
3/4/2018,UNRAVELED,by Helen Hardt
3/4/2018,THE KREMLIN'S CANDIDATE,by Jason Matthews
3/4/2018,SURPRISE ME,by Sophie Kinsella
3/11/2018,LOOK FOR ME,by Lisa Gardner
3/11/2018,NIGHT MOVES,by Jonathan Kellerman
3/11/2018,AGENT IN PLACE,by Mark Greaney
3/11/2018,GENTLEMAN NINE,by Penelope Ward
3/11/2018,MILK AND HONEY,by Rupi Kaur
3/18/2018,STILL ME,by Jojo Moyes
3/18/2018,HELLO STRANGER,by Lisa Kleypas
3/18/2018,FATAL CHAOS,by Marie Force
3/18/2018,RASPBERRY DANISH MURDER,by Joanne Fluke
3/18/2018,ONE LAST TIME,by Corinne Michaels
3/18/2018,RUTHLESS,by Lisa Jackson
3/25/2018,FIFTY FIFTY,by James Patterson and Candice Fox
3/25/2018,BURN BRIGHT,by Patricia Briggs
3/25/2018,STAR WARS: THE LAST JEDI,by Jason Fry
3/25/2018,THE WOMAN LEFT BEHIND,by Linda Howard
3/25/2018,HIGH VOLTAGE,by Karen Marie Moning
4/1/2018,THE SUN AND HER FLOWERS,by Rupi Kaur
4/1/2018,DEAREST IVIE,by J.R. Ward
4/1/2018,THE FLIGHT ATTENDANT,by Chris Bohjalian
4/1/2018,CARIBBEAN RIM,by Randy Wayne White
4/1/2018,THE FIX,by David Baldacci
4/8/2018,THE RISING SEA,by Clive Cussler and Graham Brown
4/8/2018,THE PUNISHMENT SHE DESERVES,by Elizabeth George
4/8/2018,THE BISHOP'S PAWN,by Steve Berry
4/8/2018,COVERT GAME,by Christine Feehan
4/8/2018,THE TEMPTATION OF FORGIVENESS,by Donna Leon
4/15/2018,RED SPARROW,by Jason Matthews
4/15/2018,THE ESCAPE ARTIST,by Brad Meltzer
4/15/2018,ACCIDENTAL HEROES,by Danielle Steel
4/15/2018,TO DIE BUT ONCE,by Jacqueline Winspear
4/15/2018,TWICE BITTEN,by Lynsay Sands
4/15/2018,SAVAGE PRINCE,by Meghan March
4/15/2018,AN AMERICAN MARRIAGE,by Tayari Jones
4/22/2018,GOLDEN PREY,by John Sandford
4/22/2018,"ALL BY MYSELF, ALONE",by Mary Higgins Clark
4/22/2018,THE DISAPPEARED,by C.J. Box
4/22/2018,CAVE OF BONES,by Anne Hillerman
4/22/2018,THE FEMALE PERSUASION,by Meg Wolitzer
4/22/2018,SCOURGED,by Kevin Hearne
4/29/2018,THE THIEF,by J.R. Ward
4/29/2018,THE SIXTH DAY,by Catherine Coulter and J.T. Ellison
4/29/2018,THE CUTTING EDGE,by Jeffery Deaver
4/29/2018,CIRCE,by Madeline Miller
4/29/2018,REBEL HEIR,by Vi Keeland and Penelope Ward
5/6/2018,THE RIGHT TIME,by Danielle Steel
5/6/2018,RED ALERT,by James Patterson and Marshall Karp
5/6/2018,SHOOT FIRST,by Stuart Woods
5/6/2018,THE WOMAN IN THE WINDOW,by A.J. Finn
5/6/2018,THE FAMILY GATHERING,by Robyn Carr
5/6/2018,NOIR,by Christopher Moore
5/6/2018,THEN SHE WAS GONE,by Lisa Jewell
5/13/2018,I'VE GOT MY EYES ON YOU,by Mary Higgins Clark
5/13/2018,AFTER ANNA,by Lisa Scottoline
5/13/2018,SHATTERED MIRROR,by Iris Johansen
5/13/2018,IRON PRINCESS,by Meghan March
5/13/2018,WILD IN LOVE,by Bella Andre and Jennifer Skully
5/13/2018,CRAZY RICH ASIANS,by Kevin Kwan
5/20/2018,READY PLAYER ONE,by Ernest Cline
5/20/2018,ONE LAST BREATH,by Lisa Jackson and Nancy Bush
5/20/2018,SOMEONE TO CARE,by Mary Balogh
5/20/2018,DARK QUEEN,by Faith Hunter
5/20/2018,THE PERFECT MOTHER,by Aimee Molloy
5/20/2018,ROBERT B. PARKER'S OLD BLACK MAGIC,by Ace Atkins
5/20/2018,WORTH DYING FOR,by Lee Child
5/27/2018,CAMINO ISLAND,by John Grisham
5/27/2018,THE CROOKED STAIRCASE,by Dean Koontz
5/27/2018,THE OTHER LADY VANISHES,by Amanda Quick
5/27/2018,WARLIGHT,by Michael Ondaatje
5/27/2018,RESCUING WENDY,by Susan Stoker
6/3/2018,THE HANDMAID'S TALE,by Margaret Atwood
6/3/2018,PRINCESS,by James Patterson and Rees Jones
6/3/2018,INTO THE WATER,by Paula Hawkins
6/3/2018,THE WIFE BETWEEN US,by Greer Hendricks and Sarah Pekkanen
6/9/2018,LITTLE FIRES EVERYWHERE,by Celeste Ng
6/9/2018,TWISTED PREY,by John Sandford
6/9/2018,THE 17TH SUSPECT,by James Patterson and Maxine Paetro
6/9/2018,THE COUPLE NEXT DOOR,by Shari Lapena
6/9/2018,THE HIGH TIDE CLUB,by Mary Kay Andrews
6/9/2018,THE GREAT ALONE,by Kristin Hannah
6/9/2018,THE CAST,by Danielle Steel
6/9/2018,BY INVITATION ONLY,by Dorothea Benton Frank
6/9/2018,THE MIDNIGHT LINE,by Lee Child
6/9/2018,THE OUTSIDER,by Stephen King
6/9/2018,BEACH HOUSE REUNION,by Mary Alice Monroe
6/9/2018,REBEL HEART,by Penelope Ward and Vi Keeland
6/9/2018,ROGUE ROYALTY,by Meghan March
6/9/2018,BEFORE WE WERE YOURS,by Lisa Wingate
6/9/2018,THE FALLEN,by David Baldacci
6/17/2018,SHELTER IN PLACE,Nora Roberts 
6/17/2018,THE GRAY GHOST,Clive Cussler & Robin Burcell
6/17/2018,THE DEATH OF MRS. WESTWAY,Ruth Ware
6/17/2018,TO THE MOON AND BACK,Karen Kingsbury
6/24/2018,THE PRESIDENT IS MISSING,Bill Clinton & James Patterson
6/24/2018,BRIEF CASES,Jim Butcher
6/24/2018,WHEN LIFE GIVES YOU LULULEMONS,Lauren Weisberger
6/24/2018,US AGAINST YOU,Fredrik Backman
6/24/2018,TURBULANCE,Stuart Woods
6/24/2018,SOMETHING IN THE WATER,Catherine Steadman
6/24/2018,THERE THERE,Tommy Orange 
7/1/2018,TOM CLANCY LINE OF SIGHT,Mike Maden
7/1/2018,THE PHAROH KEY,Douglas Preston
7/1/2018,BEFORE THE STORM,Christie Golden
7/1/2018,A PLACE FOR US,Fatima Farheen Mirza
7/8/2018,THE PERFECT COUPLE,Elin Hilderbrand
7/8/2018,THE SKAAR INVASION,Terry Brooks
7/8/2018,BRING ME BACK,B.A. Paris
7/15/2018,ALL WE EVER WANTED,Emily Griffin
7/22/2018,SPYMASTER,Brad Thor
7/22/2018,THE LAST TIME I LIED,Riley Sager
7/29/2018,THE GOOD FIGHT,Danielle Steel
7/29/2018,CLOCK DANCE,Anne Tyler
7/29/2018,THE SUMMER WIVES,Beatriz Williams
7/29/2018,SPINNING SILVER,Naomi Novik
7/29/2018,MY YEAR OF REST AND RELAXATION,Otessa Moshfegh
8/5/2018,THE OTHER WOMAN,Daniel Silva
8/5/2018,COTTAGE BY THE SEA,Debbie Macomber
8/12/2018,THRAWN: ALLIANCES,Timothy Zahn
8/12/2018,GHOSTED,Rosie Walsh
8/19/2018,PARADOX,Catherine Coulter
8/26/2018,TAILSPIN,Sandra Brown
8/27/2018,SERPENTINE,Laurell K. Hamilton
8/28/2018,AN UNWANTED GUEST,Shari Lapena
8/26/2018,THE MONEY SHOT,Stuart Woods 
9/2/2018,TEXAS RANGER,James Patterson 
9/2/2018,FEARED,Lisa Scottoline
9/2/2018,CHERRY,Nico Walker
9/9/2018,PIECES OF HER,Karin Slaughter
9/9/2018,DESOLATION MOUNTAIN,William Kent Krueger
9/16/2018,THE FALL OF THE GONDOLIN,J.R.R. Tolkien
9/16/2018,STYGIAN,Sherrilyn Kenyon 
9/16/2018,MAGIC TRIUMPHS ,Ilona Andrews
9/23/2018,LEVERAGE IN DEATH,J.D. Robb
9/23/2018,IN HIS FATHER'S FOOT STEPS,Danielle Steel
9/23/2018,DEPTH OF WINTER,Craig Johnson
9/23/2018,DARK DENTINEL ,Christine Feehan
9/23/2018,WHERE THE CRAWDADS SING,Delia Owens
9/23/2018,TIMELESS,R.A. Salvatore
9/23/2018,FIELD OF BONES,J.A. Jance
9/30/2018,JUROR #3 ,James Patterson 
9/30/2018,SHADOW TYRANTS,Clive Cussler & Robin Burcell
9/30/2018,THE FORBIDDEN DOOR,Dean Koontz
9/30/2018,ROBERT B. PARKER'S COLORBLIND,Reed Farrel Coleman
10/7/2018,LETHAL WHITE,Robert Galbraith
10/7/2018,TIME'S CONVERT,Deborah Harkness
10/7/2018,DEA PRAYER,Khaled Hosseini
10/7/2018,THE LABYRINTH OF SPIRITS,Carlos Ruiz Zafon 
10/14/2018,AN ABSOLUTELY REMARKABLE THING,Hank Green
10/14/2018,VINCE FLYNN: RED WAR,Kyle Mills
10/14/2018,TRANSCRIPTION,Kate Atkinson
10/14/2018,VENGEFUL,V.E. Schwab 
10/14/2018,HIPPIE,Paulo Coelho
10/21/2018,A SPARK OF LIGHT,Jodi Picoult
10/21/2018,ALASKAN HOLIDAY,Debbie Macomber
10/21/2018,BLOOD COMMUNION,Anne Rice
10/21/2018,UNCOMPROMISING HONOR,David Weber
10/21/2018,WAR OF THE WOLF,Bernard Cornwell
10/28/2018,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albom
10/28/2018,HOLY GHOST,John Sandford
10/28/2018,THE CLOCKMAKER'S DAUGHTER,Kate Morton
10/28/2018,AMBUSH,James Patterson 
10/28/2018,WINTER IN PARADISE,Elin Hilderbrand
10/28/2018,THE WITCH ELM,Tana French
10/28/2018,KILLING COMMENDATORE,Haruki Murakami 
10/28/2018,THE FLAME,Leonard Cohen
11/4/2018,EVERY BREATH,Nicholas Sparks
11/4/2018,UNSHELTERED,Barbara Kindsolver
11/4/2018,WHEN WE WERE YOUNG,Karen Kingsbury
11/4/2018,DESPERATE MEASURES,Stuart Woods
11/11/2018,THE RECKONING,John Grisham
11/11/2018,THE FOX,Frederick Forsyth
11/18/2018,ELEVATION,Stephen King
11/18/2018,DARK SACRED NIGHT,Michael Connelly
11/18/2018,ALICE ISN’T DEAD,Joseph Fink
11/25/2018,PAST TENSE,Lee Child
11/25/2018,NINE PERFECT STRANGERS,Liane Moriarty
11/25/2018,THE NOEL STRANGER,Richard Paul Evans
11/25/2018,SEA OF GREED,Clive Cussler & Robin Burcell
11/25/2018,YOU DON’T OWN ME,Mary Higgins Clark
11/25/2018,THE COLORS OF CATTLE,Alexander McCall Smith
11/25/2018,HEADS YOU WIN,Jeffery Archer
12/2/2018,LOOK ALIVE TWENTY-FIVE,Janet Evanovich
12/2/2018,LONG ROAD TO MERCY,David Balbacci
12/9/2018,FIRE AND BLOOD,George R. R. Martin
12/9/2018,TARGET: ALEX CROSS,James Patterson 
12/9/2018,BEAUCHAMP HALL,Danielle Steel
12/16/2018,KINGDOM OF THE BLIND,Lousie Penny
12/16/2018,TOM CLANCY: OATH OF OFFICE,Marc Cameron
12/23/2018,OF BLOOD AND BONE,Nora Roberts 
1/20/2019,VERSES FOR THE DEAD,Douglas Preston
1/20/2019,A DELICATE TOUCH,Stuart Woods
1/20/2019,THE BOY,Tami Hoag
1/27/2019,AN ANONYMOUS GIRL,Greer Hendricks
1/27/2019,TURNING POINT,James Lee Burke
1/27/2019,THE WINTER OF THE WITCH,Katherin Arden
1/27/2019,THE ONLY WOMAN IN THE ROOM,Marie Benedict
1/27/2019,THROUGH FIERY TRIALS,David Weber
2/3/2019,LIAR LIAR,James Patterson 
2/10/2019,CRUCIBLE,James Rollins
2/10/2019,THE GOLDEN TRESSES OF THE DEAD,Alan Bradely
2/10/2019,THE RULE OF LAW,John Lescroart
2/17/2019,DEVOTIONS,Mary Oliver
2/17/2019,JUDGMENT,Juliana Brody
2/17/2019,OUT OF THE DARK,Gregg Hurwitz
2/24/2019,THE SILENT PATIENT,Alex Michaelides
2/24/2019,CONNECTIONS IN DEATH,J.D. Robb
2/24/2019,"BLACK LEOPARD, RED WOLF",Marlon James
2/24/2019,THE WEDDING GUEST,Jonathan Kellerman
2/24/2019,STRANGER THINGS: SUSPICIOUS MINDS,Gwenda Bond
2/24/2019,THE LAST ROMANTICS,Tara Conklin
2/24/2019,THE LOST MAN,Jane Harper
2/24/2019,I OWE YOU ONE,Sophie Kinsella
3/3/2019,LOVE POEMS FOR MARRIED PEOPLE,John Kenney
3/3/2019,EARLY RISER,Charlie Worthing
3/3/2019,THE NIGHT TIGER,Yangsze Choo
3/10/2019,THE CHEF,James Patterson 
3/10/2019,NEVER TELL,Lisa Gardner
3/10/2019,MISSION CRITICAL,Mark Greaney
3/17/2019,THE BORDER,Don Winslow
3/17/2019,CHOCOLATE CREAM PIE MURDER,Joanne Fluke
3/17/2019,THE PRIORY OF THE ORANGE TREE,Samantha Shannon
3/24/2019,CEMETERY ROAD,Greg Iles
3/24/2019,DAISY JONES & THE SIX,Taylor Jenkins Reid
3/24/2019,SILENT NIGHT,Danielle Steel
3/24/2019,THE MALTA EXCHANGE,Steve Berry
3/24/2019,THE ISLAND OF SEA WOMEN,Lisa See
3/24/2019,UNTO US A SON IS GIVEN,Donna Leon
3/31/2019,WOLF PACK,C.J. Box
3/31/2019,TOXIC GAME,Christine Feehan
4/7/2019,RUN AWAY,Harlan Coben
4/7/2019,CELTIC EMPIRE,Clive Cussler & Robin Burcell
4/14/2019,THE CORNWALLS ARE GONE,James Patterson 
4/14/2019,THE AMERICAN AGENT,Jacqueline Winspear
4/14/2019,TIAMAT'S WRATH,James S.A. Corey
4/14/2019,WILD CARD,Stuart Woods 
4/14/2019,THE LAST SECOND,Catherine Coulter
4/14/2019,DARK TRIBUTE,Iris Johansen
4/21/2019,THE SAVIOR,J.R. Ward
4/21/2019,THE A LIST,J.A. Jance
4/28/2019,SOMEONE KNOWS,Lisa Scottoline
4/28/2019,LOST ROSES,Martha Hall Kelly
4/28/2019,TWO WEEKS,Karen Kingsbury
4/28/2019,THE TALE TELLER,Anne Hillerman
4/28/2019,METROPOLIS,Phillip Kerr
4/28/2019,MIRACLE AT ST. ANDREWS,James Patterson 
4/28/2019,LOST AND WANTED,Nell Freudenberger
5/5/2019,REDEMPTION,David Balbacci
5/5/2019,NORMAL PEOPLE,Sally Rooney
5/5/2019,STAR WARS: MASTER & APPRENTICE,Claudia Gray
5/5/2019,THE DEPARTMENT OF SENSITIVE CRIMES,Alexander McCall Smith
5/12/2019,NEON PREY,John Sandford
5/12/2019,WAR OF THE SPARK: RAVNICA,Greg Weisman
5/12/2019,MACHINES LIKE ME,Ian McEwan
5/19/2019,THE 18TH ABDUCTION,James Patterson 
5/19/2019,A WOMAN IS NO MAN,Etaf Rum
5/26/2019,BLESSING IN DISGUISE,Danielle Steel
5/26/2019,SUNSET BEACH,Mary Kay Andrews
5/26/2019,STORM CURSED,Patricia Briggs
5/26/2019,THE ROAD HOME,Richard Paul Evans
5/26/2019,THE BIG KAHUNA,Janet Evanovich
5/26/2019,THE GUEST BOOK,Sarah Blake
5/26/2019,EXHALATION,Ted Chiang
6/2/2019,THE NIGHT WINDOW,Dean Koontz
6/2/2019,THE NEVER GAME,Jeffery Deaver
6/9/2019,CARI MORA,Thomas Harris
6/16/2019,QUEEN BEE,Dorothea Benton Frank
6/16/2019,"ASK AGAIN, YES",Mary Beth Keane
6/16/2019,THE STIEHL ASSASSIN,Terry Brooks
6/16/2019,THE SENTENCE IS DEATH,Anthony Horowitz
6/23/2019,CITY OF GIRLS,Elizabeth Gilbert
6/23/2019,UNSOLVED,James Patterson 
6/23/2019,FALL,Neal Stephenson
6/23/2019,ON EARTH WE'RE BRIEFLY GORGEOUS,Ocean Vuong
6/23/2019,SKIN GAME,Stuart Woods
6/23/2019,SEARCHING FOR SYLVIE LEE,Jean Kwok
6/23/2019,MOSTLY DEAD THINGS,Kristen Arnett
6/23/2019,THE FRIENDS WE KEEP,Jane Green
6/30/2019,MRS. EVERYTHING,Jennifer Weiner
6/30/2019,TOM CLANCY: ENEMY CONTACT,Mike Maden
6/30/2019,THE ORACLE,Clive Cussler & Robin Burcell
6/30/2019,RECURSION,Blake Crouch
6/30/2019,THE SUMMER GUESTS,Mary Alice Monroe
7/7/2019,SUMMER OF '69,Elin Hilderbrand
7/7/2019,FLEISHMAN IS IN TROUBLE,Taffy Brodesser-Akner
7/7/2019,THE LAST HOUSE GUEST,Megan Miranda
7/14/2019,BACKLASH,Brad Thor
7/14/2019,LOST AND FOUND,Danielle Steel
7/14/2019,BIG SKY,Kate Atkinson
7/14/2019,THE MOST FUN WE EVER HAD,Claire Lombardo
7/14/2019,EVVIE DRAKE STARTS OVER,Linda Holmes
7/21/2019,LOCK EVERY DOOR,Riley Sager
7/21/2019,WHISPTER NETWORK,chandler Baker
7/21/2019,GIRLS LIKE US,Cristina Alger
7/21/2019,SURFSIDE SISTERS,Nancy Thayer
7/28/2019,UNDER CURRANTS,Nora Roberts 
7/28/2019,KNIFE,Jo Nesbo
7/28/2019,THE CHAIN,Adrian McKinty
7/28/2019,THE GOLDEN HOUR,Beatriz Williams
8/4/2019,THE NEW GIRL,Daniel Silva
8/4/2019,THE NICKEL BOYS,Colson Whitehead
8/4/2019,WINDOW ON THE BAY,Debbie Macomber
8/4/2019,SHAMED,Linda Castillo
8/4/2019,RED METAL,Mark Greaney
8/11/2019,ONE GOOD DEED,David Balbacci
8/11/2019,THRAWN: TREASON,Timothy Zahn
8/11/2019,LADY IN THE LAKE,Laura Lippman
8/18/2019,DARK AGE,Pierce Brown
8/18/2019,LABYRINTH,Catherine Coulter
8/18/2019,CHANCES ARE… ,Richard Russo
8/18/2019,SOMEONE WE KNOW,Shari Lapena
8/25/2019,THE INN,James Patterson 
8/25/2019,THE TURN OF THE KEY,Ruth Ware
8/25/2019,OUTFOX,Sandra Brown
8/25/2019,A DANGEROUS MAN,Robert Crais
9/1/2019,THE BITTERROOTS,C.J. Box
9/1/2019,CONTRABAND,Stuart Woods
9/1/2019,INLAND,Tea Obreht
9/1/2019,THINGS YOU SAVE IN A FIRE,Katherine Center
9/8/2019,OLD BONES,Douglas Preston
9/8/2019,THE LAST WIDOW,Karin Slaughter
9/8/2019,THE WHISPER MAN,Alex North
9/8/2019,TIDELANDS,Philippa Gregory
9/15/2019,A BETTER MAN,Lousie Penny
9/15/2019,THE GIRL WHO LIVED TWICE,David Lagercrantz
9/15/2019,THE DARK SIDE,Danielle Steel
9/22/2019,VENDETTA IN DEATH,J.D. Robb
9/22/2019,THIS TENDER LAND,William Kent Krueger
9/22/2019,THE ORACLE,Jonathan Cahn
9/22/2019,THE SECRETS WE KEPT,Lara Prescott
9/22/2019,DARK ILLUSION,Christine Feehan
9/29/2019,THE TESTAMENTS,Margaret Atwood
9/29/2019,THE INSTITUTE,Stephen King
9/29/2019,KILLER INSTINCT,James Patterson 
9/29/2019,THE TITANIC SECRET,Clive Cussler & Robin Burcell
9/29/2019,QUICHOTTE,Salman Rushdie
10/6/2019,LAND OF WOLVES,Craig Johnson
10/6/2019,RAD AT THE BONE,Jacqueline Woodson
10/6/2019,A LITTLE HATRED,Joe Abercrombie
10/13/2019,THE WATER DANCER,Ta-Nehisi Coates
10/13/2019,VINCE FLYNN: LETHAL AGENT,Kyle Mills
10/13/2019,THE DUTCH HOUSE,Ann Patchett
10/13/2019,THE WORLD THAT WE KNEW,Alice Hoffman
10/20/2019,BLOODY GENIUS,John Sandford
10/20/2019,CLIKA'S JOURNEY,Heather Morris
10/20/2019,FULL THROTTLE,Joe Hill
10/20/2019,IMAGINARY FRIEND,Stephen Chbosky
10/20/2019,A MRS.MIRACLE CHRISTMAS,Debbie Macomber
10/27/2019,THE 19TH CHRISTMAS,James Patterson 
10/27/2019,WHAT HAPPENS IN PARADISE,Elin Hilderbrand
10/27/2019,NINTH HOUSE,Leigh Bardugo
10/27/2019,CHILD'S PLAY,Danielle Steel
10/27/2019,THE GIVER OF STARS,Jojo Moyes
11/3/2019,THE GUARDIANS,John Grisham
11/3/2019,"OLIVE, AGAIN",Elizabeth Strout
11/10/2019,THE NIGHT FIRE,Michael Connelly
11/10/2019,THE DESERTER,Nelson DeMille
11/10/2019,AGENT RUNNING IN THE FIELD,John Le Carre
11/10/2019,THE BURNING WHITE,Brent Weeks
11/10/2019,TO THE LAND OF LONG LOST FRIENDS,Alexander McCall Smith
11/17/2019,BLUE MOON,Lee Child
11/17/2019,FIND ME,Andre Aciman
11/17/2019,THE LOST CAUSE OF BLEAK CREEK,Rhett McLaughlin & Link Neal
11/24/2019,THE STARLESS SEA,Erin Morgenstern
11/24/2019,THE FAMILY UPSTAIRS,Lisa Jewell
11/24/2019,NOEL STREET,Richard Paul Evans
11/24/2019,KISS THE GIRLS AND MAKE THEM CRY,Mary Higgins Clark
11/24/2019,FINAL OPTION,Clive Cussler & Robin Burcell
12/1/2019,TWISTED TWENTY-SIX,Janet Evanovich
12/1/2019,MICHAEL CRICHTON: THE ANDROMEDA EVOLUTION,Daniel H. Wilson
12/1/2019,NOTHING TO SEE HERE,Kevin Wilson
12/8/2019,A MINUTE TO MIDNIGHT,David Balbacci
12/8/2019,TOM CLANCY: CODE OF HONOR,Marc Cameron
12/15/2019,THE RISE OF MAGICKS,Nora Roberts 
12/15/2019,CRISS CROSS,James Patterson 
12/15/2019,SPY,Danielle Steel
1/19/2020,SUCH A FUN AGE,Kiley Reid
1/26/2020,DEAR EDWARD,Ann Napolitano
1/26/2020,MORAL COMPASS,Danielle Steel
1/26/2020,LONG BRIGHT RIVER,Liz Moore
1/26/2020,TREASON,Stuart Woods
2/2/2020,LOST,James Patterson 
2/9/2020,AMERICAN DIRT,Jeanie Cummins
2/9/2020,A LONG PETAL OF THE SEA,Isabel Allende
2/9/2020,AGENCY,William Gibson
2/16/2020,WHEN YOU SEE ME,Lisa Gardner
2/23/2020,GOLDEN IN DEATH,J.D. Robb
2/23/2020,CROOKED RIVER,Douglas Preston
2/23/2020,THE MUSEUM OF DESIRE,Jonathan Kellerman
2/23/2020,THE GIRL WITH THE LOUDING VOICE,Abi Dare
3/1/2020,WEATHER,Jenny Offill
3/8/2020,ONE MINUTE OUT,Mark Greaney
3/8/2020,THE SUN DOWN MOTEL,Simone St. James
3/8/2020,THE OTHER MRS.,Mary Kubica
3/8/2020,THE HOLDOUT,Graham Moore
3/15/2020,BLINDSIDE,James Patterson 
